path,width,height,sha256
assets/minecraft/textures/block/bubble_coral_block.png,16,16,e4af2bfccd36c256cf66c3fbb9a607ae619bd242b80b64d67012173e27c45fd6
assets/minecraft/textures/block/bubble_coral_fan.png,16,16,54df6d249baa316652dc8bcb81864113334d8f8183e2ed5cd39069e9e0c40566
assets/minecraft/textures/block/budding_amethyst.png,16,16,1362223807a5b4175d0ae98203ecfb6d192b449ae4ae20bf59e19310b99bc673
assets/minecraft/textures/block/cactus_bottom.png,16,16,40fe8895d9a2c49ec4fea1fd34401986ad291f1df04b73ef869b0199fcb81b4f
assets/minecraft/textures/block/cactus_side.png,16,16,e96d7fc9d130e82bed6fc7d2eaa77bb2d3c3ca299f5847f8c92067a7f92ac203
assets/minecraft/textures/block/cactus_top.png,16,16,9b6596644d75cac5a99faedddbe11dc447d7f5438c8b2ed259198ecc00a31ede
assets/minecraft/textures/block/cake_bottom.png,16,16,7b7847a739928d9f183a9ec791fd6747cb21956c9e9678a4636f296001506c79
assets/minecraft/textures/block/cake_inner.png,16,16,c4e90ee104da18523fd05dcdb164adf5b2567ea6e0ededa5d5ecfca4c283eb2b
assets/minecraft/textures/block/cake_side.png,16,16,fedcf2889b3cec8a4d73b91a1e844d358006b8a580c2c6c5fd893f728a5f27ab
assets/minecraft/textures/block/cake_top.png,16,16,6efba5209260c85b57d8e1d87088f9bd3af86edb80e5857f7845b162af76d557
assets/minecraft/textures/block/calcite.png,16,16,efa1b62c77c00c1e8f33baa394eb028cc16fc170dc6dcf9abc3c70805f516979
assets/minecraft/textures/block/calibrated_sculk_sensor_amethyst.png,16,16,c87158401c937de689c72cc3919759b27cbd994fbfb78e6bb377bccc9746fd6b
assets/minecraft/textures/block/calibrated_sculk_sensor_input_side.png,16,16,c41692fdebac85c7526bafd8f28dfed749e9f63f554b566933d4371d327a4756
assets/minecraft/textures/block/calibrated_sculk_sensor_top.png,16,16,f58d8645fbd690f6c0f0364158875369193ada5b843db8951622ea5d09d0751a
assets/minecraft/textures/block/campfire_fire.png,16,128,03254b83b70ac66535b8fb49966948dfa8ea2cf2e8307b9d2ea164246f40d9f9
assets/minecraft/textures/block/campfire_log.png,16,16,af3756c12116a06957fe265008f5bafd534d1f18f293470e86de8689e5ca77c1
assets/minecraft/textures/block/campfire_log_lit.png,16,64,4d78e444ef6bb3597368656396b3ae219c8a54f38b6fe20c5aa6af057aab7027
assets/minecraft/textures/block/candle.png,16,16,96a2809ec549473ba312312f343a40700a29cd7d4c5fb410a9abc86b156a0c40
assets/minecraft/textures/block/candle_lit.png,16,16,f53c3452eacff0039ca6907039c22d9f0a31e7c16b5d95bbb9c9f7ce756202ba
assets/minecraft/textures/block/carrots_stage0.png,16,16,3c3bb388d21f334d8b9882d8e4014799edd9120dad2565dc23fba3a1de03ac0e
assets/minecraft/textures/block/carrots_stage1.png,16,16,9274d1fc569b56024d29492b6f8daf6546c80149afb417c1c2208586ad41dbcc
assets/minecraft/textures/block/carrots_stage2.png,16,16,ad1c140ff161bb651174bdf1244a248243baa1b0b06b3707f208b1408a2d5392
assets/minecraft/textures/block/carrots_stage3.png,16,16,c45bcbedba63bb88b95ed46c9f8343b26877f6c69bfce723835afbda4e2c5daf
assets/minecraft/textures/block/cartography_table_side1.png,16,16,0435a71dbd3a50e19672045b2c2cc29009104dc86c06d466675a2d2fea7c60d5
assets/minecraft/textures/block/cartography_table_side2.png,16,16,a8aec5c0c854f2153d35eaa98cb4ca052ec3387e62c1a7ff8b2b8e4708db2ea6
assets/minecraft/textures/block/cartography_table_side3.png,16,16,1a22a531f5bf0f9c6ec3856d54d17ef0de7e7885a7c2ac8a0089cda9ba4c194d
assets/minecraft/textures/block/cartography_table_top.png,16,16,67f0f04f5578584a0900d7e7e86df80b78d2601e55cc5a6e022acbde9af850ac
assets/minecraft/textures/block/carved_pumpkin.png,16,16,6ec1c244793af7b04cf7f940f54f98a4749d6bf15776d38881f73b6b50f14bad
assets/minecraft/textures/block/cauldron_bottom.png,16,16,42b6a5e3db3eaabd522c1e8a596573d0ba02d69b5618d9fe55b64536ab94f114
assets/minecraft/textures/block/cauldron_inner.png,16,16,c9dc074f1315bc2bd15184c2c921447c2910bddc02b4eaae6edf0379dbd189f9
assets/minecraft/textures/block/cauldron_side.png,16,16,6ad151790a6606dcb5f66739d7a2ce02fda7a133c9cc551e9c5ee7ee04dd897f
assets/minecraft/textures/block/cauldron_top.png,16,16,9d18e091144300f6d267d25b3cd83c507ca0ecbef10847fe7449b757f71f800a
assets/minecraft/textures/block/cave_vines.png,16,16,28b0cddc430bed77570de19936feb3055c5ba0240268d5393ede4fac2d570e79
assets/minecraft/textures/block/cave_vines_lit.png,16,16,6f5e4e38750c365ce8ecd008f60232e2e3f9b6c883a03c3899342d99278e18ed
assets/minecraft/textures/block/cave_vines_plant.png,16,16,f7977144c5dac209500d373f28fa0694940a8ccababdcd2853f4b1216f49270f
assets/minecraft/textures/block/cave_vines_plant_lit.png,16,16,e0234c17ca94616dc881c40cc5cd6c53b364537297e527282db2dcf712f6caca
assets/minecraft/textures/block/chain.png,16,16,44c712141c2914ef9d49143d5236b9f138810f947ab9c9992618e3b11d902ef4
assets/minecraft/textures/block/chain_command_block_back.png,16,64,6ca102360d831cf7364dfe905d767bf40fc940e8de699eecb982468ffefe8ef7
assets/minecraft/textures/block/chain_command_block_conditional.png,16,64,4ea7c3e8e609b0a26df9d8a3cea1b5ac3e79122bd7b8112a5a301b57f0a2db58
assets/minecraft/textures/block/chain_command_block_front.png,16,64,671e782028109971805a7556dc3d766788b5a601698bb644b6998b5f86151bb0
assets/minecraft/textures/block/chain_command_block_side.png,16,64,92b2e881d29a89134559ae4faae94aa19dd2c45122a3fdbd954948a3bb847d77
assets/minecraft/textures/block/cherry_door_bottom.png,16,16,0476f50a0b7175785a829291e82e025f496167315441552e721bd746acb9d350
assets/minecraft/textures/block/cherry_door_top.png,16,16,4d2ab2005b8450a61f85dbaf00648632dd9a9e5e7e65abded0fc40529e388c9c
assets/minecraft/textures/block/cherry_leaves.png,16,16,6c775a5bf98c9aad5180ccc8be71590eee5938206c218d8ec730025b558fe351
assets/minecraft/textures/block/cherry_log.png,16,16,ae85ab1b2cfadfab2ef893b5aca0f0933657f1ce9514452864427aca2a47f13b
assets/minecraft/textures/block/cherry_log_top.png,16,16,cbd302220c727f1d878048febade44b830ed4c0ffa4d8191f174d57ec1c8831a
assets/minecraft/textures/block/cherry_planks.png,16,16,7f06e0f17313710ca9e2865190829e5bce8b04ad85f50e1c7f54c134d344afaa
assets/minecraft/textures/block/cherry_sapling.png,16,16,98579666f7207b99eee7cabf5ce9c2c7ad610daec6f83e5e8772176da42883a6
assets/minecraft/textures/block/cherry_trapdoor.png,16,16,17baa0c608a471f51ea67a3b24cf2e066ea779723a22fa0c39137116cc8122fc
assets/minecraft/textures/block/chipped_anvil_top.png,16,16,f0fed5d967149fa9ced22da138c3d71e48197001ea6ad970ec2b02264bbebe3c
assets/minecraft/textures/block/chiseled_bookshelf_empty.png,16,16,d7aa97c99e3c00baef68eef7983a12595aaf5bda4323b946c2c773e0afbc0e5d
